OrderID,Date,Customer,Product,Category,Region,Quantity,UnitPrice,Revenue,PaymentMethod
12212,2023-09-01,Customer_415,Camera,Accessories,East,9,9191,82719,Card
12213,2023-01-27,Customer_58,Printer,Electronics,West,2,33521,67042,Card
12214,2023-02-05,Customer_831,Printer,Gadgets,South,9,29194,262746,UPI
12215,2023-06-11,Customer_363,Headphones,Electronics,East,1,48474,48474,UPI
12216,2025-02-13,Customer_859,Headphones,Accessories,East,2,22300,44600,Net Banking
12217,2024-09-28,Customer_842,Camera,Electronics,South,3,40413,121239,Cash
12218,2024-12-20,Customer_897,Printer,Gadgets,North,3,33719,101157,Cash
12219,2024-09-15,Customer_715,Laptop,Gadgets,North,8,31291,250328,Cash
12220,2023-03-24,Customer_475,Camera,Gadgets,Central,3,32447,97341,Cash
12221,2024-04-12,Customer_338,Camera,Accessories,West,8,34496,275968,Net Banking
12222,2025-04-16,Customer_729,Headphones,Accessories,North,3,5756,17268,Net Banking
12223,2024-05-16,Customer_111,Watch,Gadgets,East,5,20855,104275,UPI
12224,2025-05-08,Customer_971,Headphones,Accessories,West,5,14546,72730,Net Banking
12225,2023-12-10,Customer_963,Printer,Gadgets,Central,3,19701,59103,Cash
12226,2023-08-09,Customer_803,Phone,Gadgets,North,9,1425,12825,Cash
12227,2023-07-05,Customer_280,Camera,Gadgets,East,6,33400,200400,UPI
12228,2023-11-21,Customer_270,Headphones,Electronics,East,3,26093,78279,Cash
12229,2025-04-01,Customer_203,Headphones,Electronics,East,10,5992,59920,Cash
12230,2023-02-12,Customer_319,Tablet,Accessories,East,3,33159,99477,Cash
12231,2025-01-15,Customer_287,Tablet,Accessories,West,5,21534,107670,Card
12232,2023-03-10,Customer_541,Watch,Electronics,Central,1,16086,16086,Card
12233,2024-03-08,Customer_462,Tablet,Electronics,South,10,17229,172290,Card
12234,2024-08-09,Customer_461,Camera,Electronics,West,4,13284,53136,Cash
12235,2024-11-01,Customer_224,Laptop,Gadgets,East,2,5051,10102,Cash
12236,2024-11-26,Customer_738,Printer,Electronics,South,3,29341,88023,Net Banking
12237,2023-04-12,Customer_715,Tablet,Gadgets,East,3,23250,69750,Cash
12238,2023-03-31,Customer_245,Camera,Accessories,East,3,10812,32436,Cash
12239,2024-07-27,Customer_775,Tablet,Gadgets,South,2,46276,92552,Card
12240,2023-06-25,Customer_205,Camera,Accessories,East,8,2220,17760,UPI
12241,2023-01-30,Customer_275,Camera,Accessories,North,9,6624,59616,UPI
12242,2023-11-12,Customer_274,Phone,Accessories,South,8,43278,346224,Cash
12243,2024-07-28,Customer_567,Headphones,Electronics,North,8,48000,384000,UPI
12244,2023-05-19,Customer_836,Camera,Accessories,West,5,11135,55675,UPI
12245,2024-11-01,Customer_605,Printer,Accessories,Central,6,8643,51858,Card
12246,2024-02-17,Customer_853,Laptop,Accessories,East,9,26635,239715,Card
12247,2024-04-06,Customer_627,Watch,Gadgets,East,3,43591,130773,Cash
12248,2025-04-29,Customer_402,Watch,Electronics,South,10,8337,83370,Cash
12249,2023-02-12,Customer_969,Phone,Gadgets,North,2,7453,14906,Cash
12250,2024-05-16,Customer_917,Laptop,Accessories,North,5,47119,235595,Net Banking
12251,2024-07-11,Customer_307,Watch,Gadgets,West,4,31699,126796,Cash
12252,2024-01-18,Customer_48,Phone,Electronics,West,1,8915,8915,Net Banking
12253,2023-09-05,Customer_696,Camera,Accessories,North,2,27778,55556,Card
12254,2023-05-08,Customer_968,Headphones,Electronics,Central,6,34215,205290,Cash
12255,2023-02-23,Customer_406,Printer,Accessories,West,2,38630,77260,Net Banking
12256,2024-03-20,Customer_413,Headphones,Gadgets,East,2,45464,90928,Net Banking
12257,2025-04-28,Customer_895,Laptop,Accessories,East,9,22669,204021,UPI
12258,2025-03-16,Customer_350,Watch,Accessories,East,3,19300,57900,Cash
12259,2023-10-07,Customer_299,Watch,Gadgets,Central,9,26978,242802,UPI
12260,2023-08-16,Customer_110,Camera,Accessories,Central,5,21220,106100,Card
12261,2024-03-02,Customer_971,Tablet,Electronics,West,7,28129,196903,Net Banking
12262,2023-09-01,Customer_859,Laptop,Accessories,East,3,21210,63630,UPI
12263,2023-04-05,Customer_91,Watch,Accessories,Central,4,12463,49852,Cash
12264,2023-06-04,Customer_530,Headphones,Gadgets,North,9,27524,247716,UPI
12265,2023-01-25,Customer_988,Printer,Accessories,South,5,21853,109265,UPI
12266,2024-03-02,Customer_65,Watch,Gadgets,Central,8,32273,258184,Cash
12267,2023-10-23,Customer_904,Tablet,Gadgets,West,9,49583,446247,Card
12268,2024-03-20,Customer_188,Watch,Electronics,East,3,20416,61248,Card
12269,2024-01-04,Customer_486,Camera,Electronics,Central,9,42354,381186,Cash
12270,2023-01-17,Customer_404,Tablet,Electronics,East,2,14243,28486,Card
12271,2024-05-02,Customer_121,Printer,Electronics,East,9,26910,242190,Card
12272,2023-04-11,Customer_562,Laptop,Gadgets,East,1,46974,46974,UPI
12273,2025-01-14,Customer_117,Camera,Accessories,East,3,27558,82674,UPI
12274,2024-10-09,Customer_71,Printer,Accessories,West,2,11667,23334,Net Banking
12275,2023-05-09,Customer_924,Headphones,Accessories,West,4,16301,65204,Card
12276,2023-02-03,Customer_693,Laptop,Accessories,North,2,42778,85556,Card
12277,2024-03-21,Customer_712,Camera,Gadgets,East,3,40712,122136,Net Banking
12278,2025-03-07,Customer_199,Tablet,Gadgets,North,3,47576,142728,Card
12279,2024-10-12,Customer_885,Printer,Accessories,South,4,21408,85632,UPI
12280,2024-11-28,Customer_220,Tablet,Gadgets,West,4,37102,148408,UPI
12281,2024-02-05,Customer_403,Laptop,Accessories,East,10,5138,51380,Cash
12282,2023-11-21,Customer_811,Tablet,Accessories,West,2,13181,26362,Net Banking
12283,2025-02-09,Customer_332,Watch,Electronics,East,8,42839,342712,Cash
12284,2025-05-24,Customer_812,Watch,Electronics,East,3,18113,54339,Card
12285,2023-11-25,Customer_970,Camera,Accessories,West,6,34439,206634,Card
12286,2023-07-24,Customer_948,Phone,Accessories,West,2,29846,59692,Net Banking
12287,2024-07-14,Customer_844,Printer,Gadgets,East,4,33778,135112,UPI
12288,2024-08-27,Customer_883,Camera,Accessories,North,9,48691,438219,UPI
12289,2025-01-28,Customer_962,Headphones,Accessories,South,8,40774,326192,Net Banking
12290,2023-06-07,Customer_1000,Camera,Electronics,Central,3,33105,99315,Net Banking
12291,2025-02-01,Customer_292,Laptop,Accessories,North,1,45302,45302,Net Banking
12292,2023-09-20,Customer_103,Laptop,Gadgets,West,10,36010,360100,Net Banking
12293,2023-08-30,Customer_461,Headphones,Electronics,Central,9,22591,203319,UPI
12294,2023-06-02,Customer_300,Tablet,Accessories,South,2,26094,52188,Card
12295,2024-10-26,Customer_530,Laptop,Gadgets,North,2,48678,97356,Cash
12296,2024-06-21,Customer_646,Phone,Gadgets,Central,6,17014,102084,UPI
12297,2023-05-17,Customer_986,Laptop,Gadgets,North,3,7872,23616,UPI
12298,2024-08-13,Customer_576,Tablet,Accessories,South,4,16705,66820,Cash
12299,2025-02-07,Customer_152,Watch,Accessories,Central,9,17040,153360,Net Banking
12300,2024-03-06,Customer_27,Camera,Electronics,North,8,31117,248936,Net Banking
12301,2024-09-28,Customer_479,Watch,Electronics,East,4,13384,53536,Cash
12302,2024-12-02,Customer_618,Laptop,Gadgets,South,7,15397,107779,Net Banking
12303,2025-01-22,Customer_257,Tablet,Electronics,East,4,27237,108948,Net Banking
12304,2023-07-08,Customer_320,Camera,Accessories,Central,1,23099,23099,UPI
12305,2023-07-04,Customer_406,Laptop,Gadgets,North,10,11401,114010,Net Banking
12306,2023-05-08,Customer_303,Phone,Accessories,Central,5,1239,6195,Net Banking
12307,2024-02-29,Customer_28,Printer,Electronics,Central,4,48779,195116,Net Banking
12308,2023-09-10,Customer_762,Tablet,Accessories,West,1,1508,1508,Net Banking
12309,2024-08-18,Customer_881,Headphones,Gadgets,East,1,42074,42074,Net Banking
12310,2025-03-18,Customer_277,Printer,Accessories,Central,6,25534,153204,UPI
12311,2025-05-06,Customer_992,Printer,Gadgets,South,6,22769,136614,Card
12312,2023-09-10,Customer_327,Tablet,Gadgets,Central,7,37711,263977,UPI
12313,2024-02-21,Customer_975,Camera,Electronics,North,3,12107,36321,Cash
12314,2024-11-12,Customer_372,Camera,Accessories,West,5,26067,130335,Card
12315,2023-03-12,Customer_911,Watch,Gadgets,West,6,45582,273492,UPI
12316,2024-08-02,Customer_845,Headphones,Electronics,West,5,8866,44330,Card
12317,2023-08-26,Customer_708,Tablet,Gadgets,North,3,36264,108792,Card
12318,2023-10-22,Customer_473,Printer,Electronics,West,1,16304,16304,UPI
12319,2023-07-11,Customer_490,Headphones,Gadgets,West,9,25038,225342,UPI
12320,2023-08-22,Customer_194,Camera,Electronics,West,10,7297,72970,UPI
12321,2024-01-24,Customer_496,Camera,Gadgets,South,4,8858,35432,Net Banking
12322,2024-02-11,Customer_514,Printer,Electronics,West,4,41301,165204,UPI
12323,2024-06-20,Customer_347,Laptop,Electronics,West,3,10249,30747,Cash
12324,2023-06-28,Customer_122,Printer,Accessories,West,5,34466,172330,UPI
12325,2025-03-13,Customer_54,Phone,Electronics,East,7,42043,294301,Net Banking
12326,2025-05-26,Customer_537,Phone,Gadgets,Central,2,41520,83040,Cash
12327,2024-06-23,Customer_793,Tablet,Accessories,East,3,2801,8403,Net Banking
12328,2023-01-03,Customer_819,Camera,Gadgets,Central,4,40492,161968,Net Banking
12329,2023-02-24,Customer_763,Laptop,Gadgets,West,9,38033,342297,UPI
12330,2024-08-13,Customer_101,Printer,Electronics,East,1,26797,26797,Net Banking
12331,2024-04-09,Customer_467,Phone,Electronics,Central,3,2576,7728,UPI
12332,2023-03-16,Customer_348,Laptop,Electronics,East,9,28709,258381,Net Banking
12333,2024-08-28,Customer_250,Headphones,Gadgets,Central,2,1285,2570,Card
12334,2023-03-04,Customer_499,Phone,Electronics,East,1,6992,6992,Card
12335,2024-11-26,Customer_705,Phone,Gadgets,North,6,40658,243948,UPI
12336,2025-02-15,Customer_267,Watch,Accessories,South,2,9849,19698,Net Banking
12337,2024-05-15,Customer_7,Tablet,Electronics,North,10,19414,194140,UPI
12338,2023-09-07,Customer_120,Headphones,Gadgets,North,5,5091,25455,UPI
12339,2024-06-25,Customer_899,Headphones,Gadgets,South,7,3795,26565,Net Banking
12340,2024-12-15,Customer_827,Printer,Electronics,East,1,24821,24821,Cash
12341,2023-07-26,Customer_239,Laptop,Electronics,East,8,12699,101592,UPI
12342,2023-07-30,Customer_175,Phone,Accessories,Central,2,33775,67550,Card
12343,2023-08-14,Customer_429,Printer,Electronics,West,8,8279,66232,Card
12344,2024-09-04,Customer_480,Camera,Accessories,Central,2,43697,87394,UPI
12345,2023-11-12,Customer_666,Camera,Electronics,East,5,8974,44870,Card
12346,2023-08-13,Customer_51,Tablet,Electronics,North,6,27075,162450,Card
12347,2023-08-11,Customer_314,Watch,Gadgets,South,5,32991,164955,Net Banking
12348,2024-06-23,Customer_565,Headphones,Gadgets,South,8,6110,48880,UPI
12349,2023-12-29,Customer_214,Watch,Electronics,South,8,4055,32440,UPI
12350,2024-12-28,Customer_469,Printer,Gadgets,Central,8,39785,318280,Cash
12351,2024-07-26,Customer_525,Headphones,Gadgets,East,2,30512,61024,Net Banking
12352,2024-04-27,Customer_446,Camera,Gadgets,South,10,14630,146300,Card
12353,2024-08-07,Customer_338,Tablet,Gadgets,Central,10,43980,439800,Net Banking
12354,2023-07-09,Customer_168,Laptop,Electronics,North,4,21237,84948,Cash
12355,2023-03-05,Customer_955,Tablet,Gadgets,North,2,17497,34994,Net Banking
12356,2024-06-25,Customer_744,Watch,Electronics,South,9,38999,350991,Card
12357,2023-09-07,Customer_702,Laptop,Electronics,Central,7,13535,94745,UPI
12358,2024-08-11,Customer_286,Phone,Electronics,East,3,49279,147837,Card
12359,2024-05-14,Customer_476,Watch,Electronics,North,5,7018,35090,Net Banking
12360,2023-07-10,Customer_256,Printer,Gadgets,East,2,920,1840,Cash
12361,2025-03-15,Customer_757,Printer,Electronics,West,5,3243,16215,UPI
12362,2023-01-27,Customer_119,Phone,Gadgets,West,7,8980,62860,Cash
12363,2024-06-24,Customer_284,Camera,Electronics,West,10,2924,29240,Card
12364,2025-05-12,Customer_663,Camera,Gadgets,North,2,20425,40850,Card
12365,2023-03-13,Customer_385,Camera,Gadgets,North,3,505,1515,Card
12366,2025-04-12,Customer_769,Tablet,Accessories,North,9,21192,190728,Cash
12367,2023-03-12,Customer_81,Watch,Accessories,West,5,44359,221795,UPI
12368,2025-04-21,Customer_760,Laptop,Gadgets,Central,6,32906,197436,UPI
12369,2024-01-31,Customer_228,Camera,Electronics,North,4,17060,68240,Cash
12370,2023-12-13,Customer_266,Phone,Electronics,Central,4,6646,26584,Card
12371,2024-09-11,Customer_213,Phone,Gadgets,Central,3,10742,32226,UPI
12372,2024-12-22,Customer_490,Camera,Accessories,South,5,47102,235510,Card
12373,2025-03-02,Customer_107,Printer,Accessories,South,5,29640,148200,Card
12374,2024-08-08,Customer_691,Laptop,Accessories,East,3,29586,88758,Net Banking
12375,2025-05-27,Customer_719,Watch,Electronics,North,9,31655,284895,Card
12376,2024-11-22,Customer_538,Tablet,Electronics,South,7,19297,135079,Cash
12377,2023-01-13,Customer_442,Watch,Electronics,East,5,1103,5515,UPI
12378,2025-06-12,Customer_375,Watch,Gadgets,West,8,28187,225496,Cash
12379,2024-05-18,Customer_161,Phone,Accessories,West,6,14891,89346,Cash
12380,2023-05-15,Customer_341,Phone,Gadgets,West,6,48723,292338,Net Banking
12381,2023-10-27,Customer_5,Tablet,Electronics,East,10,13355,133550,Cash
12382,2023-03-16,Customer_951,Watch,Accessories,Central,1,14835,14835,Card
12383,2023-09-18,Customer_142,Laptop,Electronics,North,10,11258,112580,Card
12384,2025-03-11,Customer_379,Tablet,Electronics,West,5,20196,100980,Net Banking
12385,2024-03-10,Customer_437,Phone,Electronics,Central,1,25329,25329,UPI
12386,2024-07-16,Customer_20,Laptop,Gadgets,East,10,18244,182440,Net Banking
12387,2024-02-21,Customer_69,Printer,Accessories,East,7,24670,172690,UPI
12388,2024-04-19,Customer_238,Laptop,Accessories,Central,3,46009,138027,Cash
12389,2023-01-13,Customer_592,Phone,Gadgets,Central,4,18706,74824,Card
12390,2024-07-03,Customer_897,Tablet,Accessories,East,6,49975,299850,Cash
12391,2024-05-01,Customer_528,Tablet,Gadgets,South,10,44943,449430,Card
12392,2025-06-11,Customer_701,Camera,Electronics,South,8,38544,308352,UPI
12393,2023-10-02,Customer_906,Laptop,Electronics,North,2,740,1480,UPI
12394,2024-03-19,Customer_52,Camera,Gadgets,West,8,39636,317088,Card
12395,2025-01-10,Customer_309,Headphones,Accessories,Central,7,20413,142891,Card
12396,2024-11-16,Customer_851,Phone,Electronics,West,10,27149,271490,Card
12397,2024-12-12,Customer_830,Camera,Accessories,Central,8,38737,309896,Net Banking
12398,2025-04-12,Customer_635,Camera,Electronics,East,9,21454,193086,Net Banking
12399,2023-07-12,Customer_825,Printer,Accessories,West,3,8925,26775,Card
12400,2025-01-12,Customer_369,Laptop,Accessories,South,7,2684,18788,Net Banking
12401,2024-08-30,Customer_327,Tablet,Gadgets,North,6,30465,182790,Cash
12402,2023-01-25,Customer_471,Laptop,Electronics,East,5,20711,103555,UPI
12403,2023-03-07,Customer_489,Phone,Accessories,East,8,15906,127248,UPI
12404,2024-06-07,Customer_828,Printer,Electronics,North,3,770,2310,Card
12405,2023-06-22,Customer_971,Printer,Gadgets,West,1,29455,29455,Net Banking
12406,2025-01-01,Customer_679,Laptop,Accessories,Central,4,10324,41296,Card
12407,2024-01-18,Customer_738,Watch,Electronics,Central,2,24636,49272,UPI
12408,2024-04-08,Customer_249,Phone,Electronics,South,3,12574,37722,Card
12409,2024-02-16,Customer_148,Laptop,Electronics,West,6,19253,115518,Net Banking
12410,2024-09-30,Customer_172,Watch,Gadgets,Central,9,14004,126036,Cash
12411,2024-09-20,Customer_153,Camera,Gadgets,North,3,18362,55086,Card
12412,2023-11-15,Customer_429,Camera,Electronics,Central,1,47626,47626,Cash
12413,2024-12-21,Customer_721,Camera,Accessories,East,7,46070,322490,Net Banking
12414,2023-05-28,Customer_24,Headphones,Gadgets,East,8,13403,107224,Card
12415,2024-12-25,Customer_299,Watch,Electronics,Central,5,37042,185210,Net Banking
12416,2024-12-15,Customer_240,Headphones,Electronics,East,7,31353,219471,Card
12417,2024-10-22,Customer_126,Camera,Gadgets,North,10,10586,105860,Card
12418,2025-02-04,Customer_847,Headphones,Electronics,North,9,14418,129762,Card
12419,2024-05-12,Customer_605,Tablet,Electronics,South,2,29138,58276,UPI
12420,2024-10-16,Customer_267,Printer,Gadgets,West,5,16344,81720,Cash
12421,2024-07-05,Customer_440,Camera,Electronics,East,8,43207,345656,UPI
12422,2023-03-27,Customer_411,Tablet,Electronics,South,2,34029,68058,UPI
12423,2023-12-15,Customer_311,Camera,Gadgets,South,2,38191,76382,Cash
12424,2024-01-09,Customer_419,Laptop,Accessories,West,4,34030,136120,Cash
12425,2024-07-19,Customer_309,Watch,Gadgets,North,9,23441,210969,Cash
12426,2024-10-07,Customer_368,Printer,Electronics,North,4,9902,39608,Card
12427,2024-01-14,Customer_370,Tablet,Accessories,Central,10,47938,479380,Card
12428,2024-09-03,Customer_17,Headphones,Electronics,North,6,27626,165756,Cash
12429,2024-10-13,Customer_621,Headphones,Gadgets,East,3,646,1938,Card
12430,2025-05-22,Customer_633,Phone,Accessories,Central,8,16674,133392,Net Banking
12431,2024-04-19,Customer_399,Printer,Electronics,West,2,3298,6596,Cash
12432,2023-04-13,Customer_140,Watch,Electronics,South,1,15177,15177,Card
12433,2023-08-05,Customer_313,Watch,Electronics,South,6,47008,282048,Card
12434,2023-07-23,Customer_839,Watch,Accessories,East,6,14115,84690,Net Banking
12435,2024-12-19,Customer_400,Printer,Accessories,West,1,9511,9511,Net Banking
12436,2024-12-22,Customer_226,Tablet,Electronics,South,2,26416,52832,Card
12437,2023-09-14,Customer_977,Tablet,Gadgets,West,3,11489,34467,Card
12438,2024-09-27,Customer_970,Watch,Accessories,South,5,45727,228635,UPI
12439,2023-08-12,Customer_390,Camera,Accessories,North,10,39069,390690,Cash
12440,2025-03-25,Customer_5,Headphones,Gadgets,South,10,5699,56990,UPI
12441,2023-04-08,Customer_643,Tablet,Gadgets,North,8,5070,40560,Cash
12442,2024-06-27,Customer_708,Printer,Electronics,West,6,13611,81666,UPI
12443,2024-08-11,Customer_677,Watch,Gadgets,Central,6,48406,290436,Cash
12444,2025-03-03,Customer_732,Tablet,Gadgets,South,3,4561,13683,Card
12445,2024-07-25,Customer_155,Phone,Gadgets,East,4,18337,73348,UPI
12446,2024-10-16,Customer_978,Camera,Accessories,North,2,21421,42842,Card
12447,2025-01-03,Customer_745,Watch,Gadgets,Central,1,3961,3961,Net Banking
12448,2023-09-27,Customer_322,Printer,Gadgets,West,2,41513,83026,Net Banking
12449,2024-11-04,Customer_190,Headphones,Gadgets,Central,4,44817,179268,UPI
12450,2024-02-17,Customer_884,Watch,Gadgets,West,5,40155,200775,Card
12451,2024-06-19,Customer_666,Camera,Accessories,South,9,40996,368964,Net Banking
12452,2024-06-05,Customer_584,Laptop,Electronics,South,7,25219,176533,Card
12453,2025-05-01,Customer_413,Laptop,Electronics,East,5,29733,148665,UPI
12454,2025-03-20,Customer_315,Phone,Gadgets,East,10,18325,183250,Card
12455,2025-01-29,Customer_913,Camera,Electronics,Central,2,34218,68436,Card
12456,2023-06-08,Customer_405,Tablet,Accessories,North,3,25107,75321,Cash
12457,2024-05-10,Customer_621,Watch,Gadgets,South,8,10803,86424,Net Banking
12458,2025-06-02,Customer_708,Phone,Electronics,South,7,40851,285957,Cash
12459,2024-07-24,Customer_601,Headphones,Accessories,North,3,8962,26886,Net Banking
12460,2023-08-23,Customer_729,Laptop,Accessories,East,1,8179,8179,Card
12461,2023-10-09,Customer_695,Printer,Electronics,East,1,49622,49622,Card
12462,2023-11-16,Customer_690,Laptop,Accessories,West,1,44070,44070,Net Banking
12463,2023-04-27,Customer_222,Phone,Accessories,West,8,41357,330856,Net Banking
12464,2023-11-01,Customer_844,Laptop,Accessories,West,1,18307,18307,Card
12465,2023-02-14,Customer_305,Watch,Gadgets,West,7,47752,334264,Net Banking
12466,2025-01-30,Customer_608,Camera,Accessories,South,6,46295,277770,UPI
12467,2023-09-13,Customer_397,Laptop,Gadgets,North,3,8983,26949,UPI
12468,2023-05-01,Customer_125,Tablet,Electronics,East,5,13490,67450,Net Banking
12469,2025-04-09,Customer_563,Laptop,Gadgets,East,1,41191,41191,Card
12470,2023-05-31,Customer_887,Laptop,Accessories,South,6,41191,247146,Card
12471,2023-06-27,Customer_799,Printer,Electronics,East,1,46796,46796,UPI
12472,2024-10-11,Customer_204,Laptop,Gadgets,West,5,38130,190650,Card
12473,2023-09-29,Customer_329,Laptop,Accessories,South,4,10036,40144,Card
12474,2024-06-06,Customer_584,Headphones,Accessories,East,1,9689,9689,Cash
12475,2023-07-21,Customer_878,Phone,Electronics,South,8,28220,225760,Cash
12476,2025-06-01,Customer_106,Phone,Gadgets,South,2,37377,74754,Net Banking
12477,2025-03-30,Customer_962,Tablet,Gadgets,North,7,17407,121849,Card
12478,2024-10-02,Customer_629,Camera,Accessories,East,2,9598,19196,Net Banking
12479,2024-02-18,Customer_31,Watch,Electronics,North,9,45238,407142,UPI
12480,2024-06-04,Customer_599,Phone,Electronics,Central,8,26102,208816,Cash
12481,2025-03-15,Customer_24,Watch,Accessories,West,4,21210,84840,Net Banking
12482,2024-04-30,Customer_346,Phone,Gadgets,North,9,35651,320859,Card
12483,2025-05-31,Customer_360,Headphones,Accessories,East,4,14790,59160,UPI
12484,2024-10-14,Customer_932,Laptop,Gadgets,East,4,13164,52656,Card
12485,2024-10-22,Customer_336,Tablet,Gadgets,South,4,47660,190640,Cash
12486,2024-02-07,Customer_224,Camera,Gadgets,East,5,16440,82200,Cash
12487,2023-06-14,Customer_935,Tablet,Accessories,West,2,44011,88022,Card
12488,2024-04-29,Customer_772,Camera,Electronics,West,7,16957,118699,UPI
12489,2024-07-19,Customer_707,Tablet,Gadgets,West,8,36346,290768,Net Banking
12490,2024-06-11,Customer_733,Camera,Electronics,West,9,23876,214884,UPI
12491,2023-04-23,Customer_541,Phone,Accessories,North,2,7260,14520,Card
12492,2024-03-07,Customer_806,Laptop,Accessories,South,8,1286,10288,UPI
12493,2023-12-11,Customer_343,Tablet,Accessories,West,6,7310,43860,UPI
12494,2024-10-02,Customer_990,Laptop,Accessories,South,4,46267,185068,Net Banking
12495,2023-03-19,Customer_128,Tablet,Accessories,North,10,20481,204810,Card
12496,2024-10-15,Customer_791,Watch,Gadgets,South,3,23763,71289,Cash
12497,2023-10-01,Customer_688,Watch,Electronics,North,1,7648,7648,Cash
12498,2024-08-13,Customer_316,Laptop,Accessories,North,5,48159,240795,Card
12499,2024-11-15,Customer_517,Camera,Electronics,West,5,21291,106455,Cash
12500,2024-10-26,Customer_752,Watch,Gadgets,North,1,41978,41978,Net Banking
12501,2024-12-18,Customer_503,Phone,Accessories,East,2,38443,76886,Card
12502,2024-02-13,Customer_427,Phone,Accessories,East,6,21368,128208,UPI
12503,2025-05-09,Customer_571,Camera,Electronics,East,8,27872,222976,Card
12504,2024-12-07,Customer_604,Watch,Accessories,Central,5,23899,119495,Net Banking
12505,2023-05-17,Customer_704,Phone,Electronics,East,1,8434,8434,Cash
12506,2024-01-28,Customer_309,Laptop,Electronics,South,7,34473,241311,Net Banking
12507,2024-05-02,Customer_182,Headphones,Accessories,West,2,38779,77558,Cash
12508,2023-05-16,Customer_458,Camera,Accessories,West,4,29304,117216,UPI
12509,2023-12-22,Customer_741,Printer,Accessories,West,10,19975,199750,Card
12510,2023-04-17,Customer_392,Watch,Gadgets,Central,4,25596,102384,Net Banking
12511,2025-06-19,Customer_208,Laptop,Electronics,West,3,23978,71934,UPI
12512,2023-07-03,Customer_171,Phone,Gadgets,South,9,26569,239121,Cash
12513,2024-07-03,Customer_760,Headphones,Gadgets,Central,4,43661,174644,Net Banking
12514,2023-12-15,Customer_363,Camera,Electronics,West,3,31840,95520,Cash
12515,2023-08-10,Customer_884,Laptop,Accessories,Central,7,9850,68950,Cash
12516,2024-04-28,Customer_488,Laptop,Electronics,Central,10,17009,170090,Net Banking
12517,2024-11-16,Customer_600,Camera,Accessories,East,1,29596,29596,UPI
12518,2023-12-20,Customer_106,Phone,Gadgets,South,5,6054,30270,Card
12519,2023-08-12,Customer_838,Headphones,Accessories,West,3,42887,128661,UPI
12520,2023-02-20,Customer_160,Headphones,Gadgets,West,8,45661,365288,Cash
12521,2024-02-11,Customer_729,Printer,Accessories,West,5,853,4265,UPI
12522,2024-01-15,Customer_13,Watch,Electronics,South,8,21184,169472,Cash
12523,2025-01-23,Customer_765,Headphones,Electronics,East,6,32565,195390,Cash
12524,2023-10-12,Customer_65,Printer,Accessories,Central,8,44285,354280,Card
12525,2023-08-26,Customer_725,Headphones,Gadgets,South,9,31229,281061,Card
12526,2024-01-06,Customer_260,Headphones,Accessories,Central,6,28932,173592,Card
12527,2024-09-30,Customer_671,Headphones,Accessories,South,10,38490,384900,Cash
12528,2024-09-26,Customer_707,Tablet,Accessories,West,2,33049,66098,Net Banking
12529,2025-03-31,Customer_433,Tablet,Gadgets,North,7,34982,244874,Net Banking
12530,2023-10-17,Customer_404,Watch,Accessories,Central,10,41100,411000,Cash
12531,2024-12-07,Customer_570,Tablet,Electronics,West,1,1638,1638,Cash
12532,2023-09-18,Customer_884,Tablet,Electronics,East,9,15446,139014,UPI
12533,2025-01-07,Customer_686,Printer,Electronics,North,1,27816,27816,Net Banking
12534,2023-02-04,Customer_253,Printer,Gadgets,West,7,2104,14728,UPI
12535,2025-02-15,Customer_829,Tablet,Electronics,North,1,43417,43417,Net Banking
12536,2024-10-13,Customer_492,Phone,Accessories,North,6,10657,63942,UPI
12537,2025-02-14,Customer_125,Watch,Electronics,North,3,35720,107160,Card
12538,2023-07-25,Customer_57,Laptop,Gadgets,East,4,34949,139796,Cash
12539,2025-02-11,Customer_361,Camera,Electronics,Central,8,46810,374480,Card
12540,2024-04-09,Customer_26,Tablet,Electronics,South,7,1667,11669,Card
12541,2024-03-09,Customer_701,Watch,Gadgets,West,5,22946,114730,Net Banking
12542,2023-03-17,Customer_775,Printer,Gadgets,Central,5,9066,45330,Cash
12543,2024-01-28,Customer_515,Phone,Accessories,Central,9,30447,274023,Card
12544,2024-11-14,Customer_1000,Laptop,Electronics,Central,3,23352,70056,Card
12545,2025-03-07,Customer_159,Printer,Accessories,East,6,10284,61704,Cash
12546,2023-11-18,Customer_240,Phone,Gadgets,East,9,4573,41157,Cash
12547,2023-06-28,Customer_401,Tablet,Electronics,East,8,8074,64592,Cash
12548,2024-09-08,Customer_156,Tablet,Gadgets,East,7,30460,213220,Card
12549,2024-09-03,Customer_560,Laptop,Gadgets,East,5,7465,37325,UPI
12550,2024-12-04,Customer_515,Laptop,Accessories,North,2,14093,28186,Card
12551,2025-05-09,Customer_447,Watch,Gadgets,East,2,17555,35110,Card
12552,2024-01-05,Customer_284,Tablet,Accessories,West,6,35617,213702,UPI
12553,2023-11-03,Customer_2,Printer,Gadgets,West,7,12178,85246,Net Banking
12554,2024-08-03,Customer_957,Printer,Electronics,East,9,26068,234612,Net Banking
12555,2023-08-06,Customer_612,Headphones,Electronics,South,2,46826,93652,Net Banking
12556,2024-02-06,Customer_142,Printer,Electronics,West,5,13634,68170,Net Banking
12557,2023-11-07,Customer_190,Watch,Electronics,West,3,44559,133677,UPI
12558,2024-01-07,Customer_337,Laptop,Accessories,East,9,33812,304308,Cash
